,id,label
332,333,18403
333,334,13403
334,335,17403
335,336,18403
336,337,13403
337,338,17403
338,339,18403
339,340,13403
340,341,17403
341,342,18403
342,343,13403
343,344,17403
344,345,18403
345,346,13403
346,347,17403
347,348,18403
348,349,13403
349,350,17403
350,351,18403
351,352,13403
352,353,17403
353,354,18403
354,355,13403
355,356,17403
356,357,18403
357,358,13403
358,359,17403
359,360,18403
360,361,13403
361,362,17403
362,363,18403
363,364,13403
364,365,17403
365,366,18403
366,367,13403
367,368,18403
368,369,13403
369,370,17403
370,371,18403
371,372,13403
372,373,17403
373,374,18403
374,375,13403
375,376,17403
376,377,18403
377,378,13403
378,379,17403
379,380,18403
380,381,13403
381,382,17403
382,383,18403
383,384,13403
384,385,17403
385,386,18403
386,387,13403
387,388,17403
388,389,18403
389,390,13403
390,391,17403
391,392,18403
392,393,13403
393,394,17403
394,395,18403
395,396,13403
396,397,17403
397,398,18403
398,399,13403
399,400,17403
400,401,18403
401,402,13403
402,403,17403
403,404,18403
404,405,13403
405,406,17403
406,407,18403
407,408,13403
408,409,17403
409,410,18403
410,411,13403
411,412,17403
412,413,18403
413,414,13403
414,415,17403
415,416,18403
416,417,13403
417,418,17403
418,419,18403
419,420,13403
420,421,17403
421,422,18403
422,423,13403
423,424,17403
424,425,18403
425,426,13403
426,427,17403
427,428,18403
428,429,13403
429,430,16403
430,431,13403
431,432,16403
432,433,18403
433,434,13403
434,435,16403
435,436,13403
436,437,16403
437,438,18403
438,439,13403
439,440,16403
440,441,13403
441,442,16403
442,443,13403
443,444,16403
444,445,18403
445,446,16403
446,447,13403
447,448,16403
448,449,13403
449,450,16403
450,451,13403
451,452,16403
452,453,13403
453,454,16403
454,455,13403
455,456,16403
456,457,13403
457,458,16403
458,459,13403
459,460,16403
460,461,13403
461,462,16403
462,463,13403
463,464,16403
464,465,13403
465,466,16403
466,467,18403
467,468,13403
468,469,16403
469,470,16403
470,471,13403
471,472,16403
472,473,17403
473,474,16403
